,tokens,labels
16280,"Especially in big cities such as London , New York and Tokyo , you can see a lot of people in various clothes , so I do not think there will be such big differences in outlooking of clothes even 100 years from now .",1
16281,"However , I think , there will be some diffences in quality and materials of clothes .",1
16282,"For example , speaking of sports , a lot of remarkable progress has been made in especially swimming costumes and athletes ' costumes for Olympic .",1
16283,"In addition , I think the earth will be warmer and warmer than now and 100 year from now will be an Area of Space .",1
16284,So clothes for space will be necessary and clothes for warmer climates will be necessary .,0
16285,"In conclusion , 100 years from now , I think , better quality in clothes will be created in every field , such as sports , office , leisure , building site , school and space. although outlooking such as , shape and color will not be changed so much in fashion .",1
16286,"Dear Mrs Ryan , I am writing to give you further information about the two weeks at Camp California .",0
16287,"First of all , I would like to express my joy for having won that prize .",1
16288,I am very happy .,0
16289,"Secondly , you would like to know when I will be able to go there .",0
16290,"Actually , I have asked my boss and he gave me two weeks in July .",1
16291,We have a lot to do at work so it is not easy to have weeks off .,1
16292,"Thirdly , I prefer staying in a tent than staying in a log cabin .",1
16293,I think it is more fun .,0
16294,"Concerning the activities , I would choose tennis and sailing .",0
16295,I am very good at tennis .,0
16296,"Last year , I took part in a competition and I did it well .",1
16297,I have also a licence for sailing but I have not done it for a long time .,1
16298,I need to know what kind of clothes I should take with me .,0
16299,I do not know if things are expensive there .,0
16300,"Therefore , could you give me an idea of how much money I should bring with me .",0
16301,I am looking forwards to receiving more information .,1
16302,"Yours sincerely , Sofia Jordana It is Saturday .",0
16303,The car park of the supermarket is full .,1
16304,No more trolleys for shopping .,1
16305,All the shops are crowded .,0
16306,Some people are in a hurry other are agressive and most of the other are very stressed .,1
16307,"It is not always like that but we often see such a scene , even though shopping is becoming an entertainement not only for teenagers but also for adults .",1
16308,We have more and more shops everywhere and they sale everything .,1
16309,"Because of that , people 's need has increase a lot nowadays .",1
16310,It is also the reason why we have all these new supermarkets .,1
16311,"In the one hand , it is very enjoyable to go shopping because we can find a lot of things .",1
16312,"Sometimes we need them and sometimes we do n't but it is fun to buy new clothes , furniture and so one .",1
16313,"In the other hand , the service in the shops or supermarkets has decrease a lot those last years .",1
16314,The shop assistants are not always nice and sometimes they do n't even know a bit about what they sell .,1
16315,"In my opinion , shopping is not always enjoyable especially when there is too many people in there .",1
16316,"Dear Sir , I am writing to you to complain about the musical show "" Over the Rainbow "" which I went to see last week .",1
16317,"First of all , the actors that played the show were differents to Danny Brook and Tina Truelove .",1
16318,"Besides of this they were not good as actors , so I am quite disappointed .",1
16319,"Then , the show had to start at half past seven and I had to wait fourty-five minutes because it started later .",1
16320,"But it is not all because in the advertisement appeared the possibility of discounts available and it is false , I had to pay £ 20 for each ticket .",1
16321,"Finally , I wanted to visit your theatre restaurant and have a good dinner after the show but it was impossible .",0
